MLS#,Type,Prop. Cat.,Prop. Cond.,Tax,Address,City,Zip,Area,BD,Baths,# Levels,Apx Sqft,Price SqFt,Sld Price Sqft,Lot Size,Pend. Date,DOM,CDOM,List Date,List Price,Sold Date,Price,Yr. Built,HOA Dues,# Garage,# Fireplaces,Terms
ML81949072,DETACHD,RES,APPROX,13214,900 Spruce Court,Portland,95122,152,2,3.0,3,2379,542,519,"10K-14,999SF",2024-06-30,54,56,2024-05-07,"$1,288,847",2024-08-09,"$1,234,701",1993,0,2,2,FCS
ML81949073,RES-MFG,RES,EXISTNG,4597,3378 Cherry Place,Portland,95213,143,6,1.1,3,2623,529,528,7-9.99AC,2024-08-13,24,34,2024-07-20,"$1,387,799",2024-09-13,"$1,384,944",2008,0,0,2,NOFNCING
ML81949074,ATTACHD,RES,PROPOSD,9282,8585 Maple Court,Portland,95118,$141,1,1.1,2,3711,343,337,"3K-4,999SF",2024-03-05,63,64,2024-01-02,"$1,273,020",2024-03-29,"$1,250,607",1972,0,1,3,CALL-SA
ML81949075,PLNCOMM,RES,REMOD,11622,4330 Aspen Boulevard,Gaston,95112,141,6,2.0,1,2896,525,525,20-49.99AC,2024-12-22,85,85,2024-09-28,"$1,520,449",2025-01-12,"$1,520,400",1988,0,0,3,OTHER
ML81949076,PLNCOMM,RES,PROPOSD,7332,1719 Walnut Court,City,95108,142,6,2.0,3,1818,224,224,1-2.99AC,2024-07-16,50,59,2024-05-27,"$406,950",2024-08-13,"$407,232",1975,0,2,0,NOFNCING
ML81949077,IN-PARK,RES,FIXER,7361,2253 Magnolia Drive,Portland,95110,$141,5,3.0,2,2326,393,406,5-6.99AC,2024-10-02,45,54,2024-08-18,"$914,533",2024-11-05,"$944,356",1974,0,3,1,OWNCRRY
ML81949078,ATTACHD,RES,REMOD,13845,1174 Birch Road,West Linn,95232,142,4,2.1,2,2949,174,173,"7K-9,999SF",2023-11-27,90,100,2023-08-29,"$514,469",2023-12-25,"$510,177",1957,585,2,2,FCS
ML81949079,RES-MFG,RES,REMOD,3332,6920 Cedar Lane,Portland,95223,143,4,3.0,3,2034,189,182,7-9.99AC,2023-07-05,74,81,2023-04-22,"$384,050",2023-08-01,"$370,188",1963,0,3,3,VA
ML81949080,DETACHD,RES,REMOD,4809,1489 Walnut Road,Portland,95243,141,1,2.1,3,1464,565,578,"5K-6,999SF",2025-02-14,58,66,2024-12-18,"$827,793",2025-03-15,"$846,192",1987,0,1,1,OTHER
ML81949081,DETACHD,RES,REMOD,4644,2055 Birch Street,Portland,95114,147,5,4.0,2,3370,178,170,"15K-19,999SF",2025-01-30,67,76,2024-11-24,"$601,242",2025-02-21,"$572,900",1967,0,1,2,NOFNCING
ML81949082,CONDO,RES,RESALE,9807,9998 Willow Way Unit 390,Portland,95149,$141,5,1.0,1,1610,472,474,1-2.99AC,2024-05-17,16,22,2024-05-01,"$760,675",2024-06-10,"$763,140",1981,464,2,0,REHAB
ML81949083,PLNCOMM,RES,RESALE,3956,1033 Redwood Way,Portland,95153,142,4,3.0,3,1446,864,862,20-49.99AC,2024-07-08,7,13,2024-07-01,"$1,248,636",2024-08-15,"$1,246,452",1958,0,2,2,OTHER
ML81949084,ATTACHD,RES,UNKNOWN,6000,9189 Maple Place,Portland,95194,150,5,3.1,1,4126,174,168,1-2.99AC,2023-12-09,80,82,2023-09-20,"$718,477",2024-01-05,"$693,168",1995,361,0,0,REHAB
ML81949085,PLNCOMM,RES,UNDRCON,4985,7534 Aspen Court,Portland,95249,147,1,1.0,2,2098,375,388,20-49.99AC,2024-09-15,52,52,2024-07-25,"$786,419",2024-10-21,"$814,024",2001,0,0,3,CONV
ML81949086,PLNCOMM,RES,UNDRCON,13810,9009 Willow Street,Aloha,95203,$141,1,3.1,1,1787,277,280,"7K-9,999SF",2024-07-19,35,43,2024-06-14,"$494,580",2024-08-20,"$500,360",1963,0,2,0,LEAS-OP
ML81949087,IN-PARK,RES,RESALE,14325,4942 Redwood Way,Portland,95144,147,4,1.0,1,4431,74,77,"3K-4,999SF",2024-03-20,87,95,2023-12-24,"$329,038",2024-04-14,"$341,187",1963,0,2,2,REHAB
ML81949088,IN-PARK,RES,UNKNOWN,10139,2478 Elm Drive,Gresham,95180,150,6,3.1,1,3896,490,469,10-19.99AC,2024-09-29,76,76,2024-07-15,"$1,909,867",2024-10-25,"$1,827,224",1958,0,0,2,FCS
ML81949089,CONDO,RES,EXISTNG,14356,6901 Walnut Lane,Portland,95137,$141,1,2.0,2,4313,330,339,3-4.99AC,2024-06-02,75,81,2024-03-19,"$1,423,607",2024-07-11,"$1,462,107",1953,0,1,0,LOW-INC
ML81949090,DETACHD,RES,UNKNOWN,5762,571 Aspen Drive,Gaston,95244,152,4,1.1,1,1825,348,337,5-6.99AC,2023-11-20,38,43,2023-10-13,"$635,050",2023-12-27,"$615,025",1992,0,3,2,LSE-BAK
ML81949091,ATTACHD,RES,APPROX,13175,418 Maple Street,Portland,95233,152,4,3.0,3,1674,837,828,"5K-6,999SF",2023-07-28,89,90,2023-04-30,"$1,400,389",2023-08-22,"$1,386,072",1994,172,0,3,ASSMP
ML81949092,FLTHOME,RES,UNDRCON,12999,9842 Maple Way,Portland,95188,$141,6,1.0,3,3435,385,400,3-4.99AC,2023-03-24,58,63,2023-01-25,"$1,322,163",2023-04-22,"$1,374,000",2000,0,2,1,OWNCONT
ML81949093,RES-MFG,RES,RESALE,8316,732 Magnolia Drive,Gales Creek,95138,141,6,2.1,3,2861,518,505,7-9.99AC,2024-03-12,14,14,2024-02-27,"$1,482,735",2024-04-04,"$1,444,805",1992,0,2,3,CALL-SA
ML81949094,ATTACHD,RES,UNKNOWN,12448,6448 Maple Boulevard,Portland,95193,150,6,3.1,1,3766,525,533,10-19.99AC,2024-12-24,35,35,2024-11-19,"$1,977,873",2025-01-27,"$2,007,278",2016,0,2,1,NOFNCING
ML81949095,IN-PARK,RES,NEW,10368,732 Aspen Way,Portland,95103,150,5,4.0,3,3880,412,428,7-9.99AC,2024-07-21,79,83,2024-05-03,"$1,596,629",2024-08-19,"$1,660,640",1992,0,2,1,CONV
ML81949096,PLNCOMM,RES,REMOD,5220,353 Spruce Place,Portland,95115,$141,3,3.0,2,4198,332,346,"7K-9,999SF",2024-04-12,44,50,2024-02-28,"$1,394,392",2024-05-19,"$1,452,508",2002,0,0,2,USDA
ML81949097,PLNCOMM,RES,RESALE,14887,5338 Spruce Avenue,Portland,95174,147,2,3.1,1,1403,774,779,20K-.99AC,2023-09-12,65,71,2023-07-09,"$1,086,469",2023-10-22,"$1,092,937",1954,0,2,2,TRADE
ML81949098,RES-MFG,RES,EXISTNG,6864,6928 Ash Street,Portland,95236,141,4,4.0,1,2928,290,291,"15K-19,999SF",2023-03-23,28,33,2023-02-23,"$848,432",2023-04-14,"$852,048",1999,0,0,2,REHAB
ML81949099,IN-PARK,RES,REGHIST,9034,7611 Oak Court,Portland,95133,143,2,3.1,2,2046,932,892,20-49.99AC,2024-08-22,7,9,2024-08-15,"$1,907,085",2024-09-19,"$1,825,032",2020,0,2,2,USDA
ML81949100,CONDO,RES,NEW,13184,1605 Magnolia Place Unit 305,West Linn,95150,141,3,3.0,2,3543,479,457,"5K-6,999SF",2024-07-19,14,20,2024-07-05,"$1,696,014",2024-08-22,"$1,619,151",1997,572,2,3,REHAB
ML81949101,DETACHD,RES,EXISTNG,9585,7765 Magnolia Street,Portland,95241,142,1,3.0,1,3877,250,258,"15K-19,999SF",2024-11-30,40,47,2024-10-21,"$967,777",2025-01-07,"$1,000,266",2014,0,2,1,LSE-BAK
ML81949102,DETACHD,RES,NEW,5362,586 Aspen Street,Forest Grove,95249,147,4,1.1,2,1947,868,895,"10K-14,999SF",2024-01-25,55,59,2023-12-01,"$1,689,975",2024-03-05,"$1,742,565",1985,0,0,0,SGI
ML81949103,RES-MFG,RES,RESALE,7723,9113 Redwood Way,Portland,95131,147,6,4.1,1,4459,294,284,20K-.99AC,2023-07-09,37,39,2023-06-02,"$1,312,452",2023-08-14,"$1,266,356",1974,0,3,1,VA
ML81949104,RES-MFG,RES,UNKNOWN,14242,1533 Redwood Circle,Portland,95248,150,2,3.0,3,3610,550,560,20K-.99AC,2023-05-21,11,13,2023-05-10,"$1,986,251",2023-06-11,"$2,021,600",2003,0,3,3,SGI
ML81949105,DETACHD,RES,PROPOSD,13312,2432 Oak Court,Gales Creek,95195,141,3,4.1,3,4457,262,257,7-9.99AC,2024-05-01,26,31,2024-04-05,"$1,167,311",2024-05-31,"$1,145,449",1951,0,0,3,LSE-BAK
ML81949106,FLTHOME,RES,RESTORD,9387,2883 Oak Lane,Hillsboro,95127,141,1,2.1,1,2533,620,616,"0-2,999SF",2024-05-12,77,83,2024-02-25,"$1,570,421",2024-06-14,"$1,560,328",1965,0,3,2,FCS
ML81949107,PLNCOMM,RES,RESTORD,8760,1222 Willow Place,Newberg,95204,142,1,1.0,3,1984,242,253,"15K-19,999SF",2023-09-25,72,79,2023-07-15,"$479,453",2023-10-15,"$501,952",2010,0,3,1,SGI
ML81949108,ATTACHD,RES,NEW,10306,2437 Cedar Street,Portland,95242,141,3,2.1,1,3041,152,145,"5K-6,999SF",2024-10-23,29,30,2024-09-24,"$463,256",2024-11-26,"$440,945",1971,325,2,1,CONV
ML81949109,ATTACHD,RES,REGHIST,12449,8460 Cedar Court,Gales Creek,95109,147,4,1.1,1,1081,1179,1173,"3K-4,999SF",2023-06-29,63,71,2023-04-27,"$1,274,115",2023-07-26,"$1,268,013",1992,0,1,1,REHAB
ML81949110,RES-MFG,RES,REMOD,14942,4615 Cherry Court,Portland,95156,150,1,1.0,2,3153,358,368,"7K-9,999SF",2023-03-06,54,55,2023-01-11,"$1,129,244",2023-03-30,"$1,160,304",1989,0,3,1,FMHA
ML81949111,ATTACHD,RES,APPROX,14023,1819 Spruce Avenue,Portland,95219,150,6,2.1,3,2094,549,563,7-9.99AC,2024-06-15,25,35,2024-05-21,"$1,149,496",2024-07-15,"$1,178,922",2007,0,3,1,ASSMP
ML81949112,IN-PARK,RES,REMOD,11322,6172 Cherry Place,Lake Oswego,95220,152,1,2.1,2,4182,371,357,"5K-6,999SF",2023-05-01,75,81,2023-02-15,"$1,549,835",2023-06-09,"$1,492,974",2010,0,3,2,FHA
ML81949113,FLTHOME,RES,NEW,13060,2868 Cedar Avenue,Tualatin,95215,$141,4,1.1,3,1166,1515,1445,"3K-4,999SF",2023-09-03,12,14,2023-08-22,"$1,766,520",2023-10-04,"$1,684,870",2005,0,1,1,CALL-SA
ML81949114,PLNCOMM,RES,REGHIST,5117,4923 Aspen Road,Portland,95163,147,5,1.0,2,3754,430,414,1-2.99AC,2023-03-16,63,63,2023-01-12,"$1,613,131",2023-04-18,"$1,554,156",1991,0,0,0,ASSMP
ML81949115,PLNCOMM,RES,REMOD,6610,6162 Ash Place,Portland,95135,152,4,1.0,2,3218,347,351,"7K-9,999SF",2024-10-21,89,93,2024-07-24,"$1,116,200",2024-11-22,"$1,129,518",1970,0,1,1,FMHA
ML81949116,PLNCOMM,RES,RESTORD,11300,3439 Spruce Way,Portland,95125,$141,2,2.1,2,1474,401,388,"7K-9,999SF",2023-08-29,35,38,2023-07-25,"$591,551",2023-09-21,"$571,912",2007,0,1,1,REHAB
ML81949117,DETACHD,RES,PROPOSD,9554,7561 Ash Street,West Linn,95246,147,3,1.1,1,2679,703,728,3-4.99AC,2025-02-02,66,76,2024-11-28,"$1,883,576",2025-03-13,"$1,950,312",1955,0,0,0,CASH
ML81949118,RES-MFG,RES,REGHIST,13124,277 Aspen Boulevard,Portland,95247,150,1,2.0,1,3750,285,289,3-4.99AC,2023-12-16,22,26,2023-11-24,"$1,070,296",2024-01-05,"$1,083,750",1999,0,0,1,NOFNCING
ML81949119,IN-PARK,RES,UNDRCON,12021,5931 Aspen Place,Portland,95163,147,6,4.0,1,3235,108,105,"10K-14,999SF",2023-08-17,80,87,2023-05-29,"$348,330",2023-09-19,"$339,675",1969,0,1,2,OWNCRRY
ML81949120,RES-MFG,RES,APPROX,9927,6457 Walnut Lane,Portland,95198,150,6,4.0,3,3991,285,287,"7K-9,999SF",2023-07-05,74,75,2023-04-22,"$1,136,826",2023-08-13,"$1,145,417",1988,0,3,0,LSE-BAK
ML81949121,DETACHD,RES,PROPOSD,12715,2428 Willow Road,Portland,95140,$141,1,4.1,1,2699,352,351,"10K-14,999SF",2024-10-24,27,29,2024-09-27,"$950,800",2024-11-27,"$947,349",1982,0,3,0,CASH
ML81949122,FLTHOME,RES,UNKNOWN,7691,7981 Aspen Way,Portland,95244,152,3,4.1,2,2523,183,178,10-19.99AC,2023-10-09,75,78,2023-07-26,"$461,489",2023-11-09,"$449,094",2000,0,3,3,CONV
ML81949123,RES-MFG,RES,NEW,5232,3066 Aspen Court,Portland,95103,141,4,1.1,2,3446,430,417,"0-2,999SF",2023-02-12,23,24,2023-01-20,"$1,480,615",2023-03-17,"$1,436,982",2011,0,0,3,FCS
ML81949124,FLTHOME,RES,PROPOSD,5101,4958 Redwood Avenue,Gaston,95163,142,1,4.0,2,2268,485,502,"3K-4,999SF",2024-06-29,38,38,2024-05-22,"$1,099,015",2024-08-03,"$1,138,536",1980,0,1,1,LOW-INC
ML81949125,CONDO,RES,RESTORD,9618,2704 Walnut Road,Gresham,95123,142,1,4.0,2,2734,645,658,1-2.99AC,2024-05-21,53,53,2024-03-29,"$1,763,915",2024-06-18,"$1,798,972",2021,420,3,3,LOW-INC
ML81949126,PLNCOMM,RES,EXISTNG,13105,5488 Oak Avenue,Portland,95210,143,6,4.0,3,1123,1681,1751,"5K-6,999SF",2025-01-10,46,56,2024-11-25,"$1,887,354",2025-02-19,"$1,966,373",2019,0,0,0,CASH
ML81949127,CONDO,RES,NEW,9378,1219 Pine Road Unit 390,Portland,95102,$141,5,1.1,2,2716,227,231,7-9.99AC,2024-02-03,72,79,2023-11-23,"$617,645",2024-03-08,"$627,396",1960,210,3,3,ASSMP
ML81949128,FLTHOME,RES,UNDRCON,11915,6834 Walnut Drive,Portland,95207,143,3,2.1,2,4343,368,366,20-49.99AC,2023-03-30,7,15,2023-03-23,"$1,597,048",2023-04-20,"$1,589,538",1981,0,2,2,FMHA
ML81949129,CONDO,RES,RESTORD,9138,6811 Cypress Place Unit 488,Portland,95162,150,2,2.0,3,1066,727,698,"7K-9,999SF",2024-09-19,74,81,2024-07-07,"$775,170",2024-10-11,"$744,068",2017,0,0,0,LEAS-OP
ML81949130,FLTHOME,RES,REGHIST,4325,3880 Cypress Street,Portland,95222,142,4,4.1,3,4068,97,94,3-4.99AC,2023-03-15,37,43,2023-02-06,"$396,305",2023-04-22,"$382,392",1960,0,3,0,FMHA
ML81949131,RES-MFG,RES,UNDRCON,7305,1592 Willow Road,Portland,95143,152,6,3.0,1,2957,423,419,5-6.99AC,2024-09-08,78,87,2024-06-22,"$1,251,214",2024-09-30,"$1,238,983",2004,0,2,2,SGI
ML81949132,ATTACHD,RES,REMOD,14580,6201 Cherry Avenue,Portland,95214,141,3,1.1,2,877,1598,1623,"15K-19,999SF",2023-11-30,55,63,2023-10-06,"$1,401,747",2023-12-30,"$1,423,371",1957,221,1,3,CASH
ML81949133,IN-PARK,RES,FIXER,9704,6943 Maple Place,Portland,95226,150,6,1.0,1,4142,88,92,3-4.99AC,2023-12-20,11,16,2023-12-09,"$362,863",2024-01-13,"$381,064",1984,0,0,3,FMHA
ML81949134,CONDO,RES,REMOD,13820,2676 Cedar Lane Unit 254,Portland,95191,152,6,2.1,1,1364,290,303,"3K-4,999SF",2024-07-22,55,61,2024-05-28,"$396,115",2024-08-25,"$413,292",1993,231,3,1,OTHER
ML81949135,CONDO,RES,UNKNOWN,13459,1793 Spruce Drive,Portland,95163,143,5,4.0,3,3820,177,185,7-9.99AC,2024-05-04,27,33,2024-04-07,"$674,986",2024-06-06,"$706,700",2022,0,1,3,OTHER
ML81949136,FLTHOME,RES,FIXER,14030,1625 Birch Street,Portland,95167,141,1,2.0,1,3191,174,180,3-4.99AC,2023-12-29,79,87,2023-10-11,"$556,061",2024-01-28,"$574,380",1997,0,0,2,LSE-BAK
ML81949137,RES-MFG,RES,REGHIST,9526,6171 Birch Lane,Portland,95195,141,4,1.0,2,2080,480,498,"10K-14,999SF",2023-11-25,53,57,2023-10-03,"$998,596",2024-01-04,"$1,035,840",1970,0,1,3,LOW-INC
ML81949138,ATTACHD,RES,REMOD,14463,4529 Elm Boulevard,Portland,95175,143,4,4.0,2,3657,469,480,"5K-6,999SF",2024-05-15,68,78,2024-03-08,"$1,716,497",2024-06-12,"$1,755,360",1980,0,3,1,CASH
ML81949139,IN-PARK,RES,EXISTNG,12496,273 Walnut Boulevard,Portland,95146,147,3,3.0,3,3725,515,536,"7K-9,999SF",2024-02-03,40,50,2023-12-25,"$1,917,611",2024-03-09,"$1,996,600",1997,0,1,3,TRADE
ML81949140,PLNCOMM,RES,REMOD,13536,8436 Cypress Court,Portland,95104,142,3,2.1,3,1356,559,574,"10K-14,999SF",2023-04-10,54,58,2023-02-15,"$758,376",2023-05-15,"$778,344",1964,0,3,0,FHA
ML81949141,RES-MFG,RES,PROPOSD,9113,6700 Ash Court,Milwaukie,95177,152,3,4.0,3,2565,224,215,7-9.99AC,2023-12-07,30,37,2023-11-07,"$574,522",2024-01-08,"$551,475",2021,0,2,1,LOW-INC
ML81949142,IN-PARK,RES,NEW,7041,6178 Cedar Avenue,Portland,95135,141,3,1.1,3,2813,508,514,20K-.99AC,2023-08-30,41,50,2023-07-20,"$1,428,880",2023-09-20,"$1,445,882",1987,0,3,3,LOW-INC
ML81949143,RES-MFG,RES,APPROX,10275,3258 Maple Way,West Linn,95248,142,5,3.0,3,2742,331,323,"0-2,999SF",2023-02-25,10,12,2023-02-15,"$906,651",2023-03-24,"$885,666",1977,0,0,2,LSE-BAK
ML81949144,RES-MFG,RES,RESALE,11947,3431 Willow Avenue,Milwaukie,95223,147,1,2.0,3,4003,497,484,"15K-19,999SF",2023-07-03,14,21,2023-06-19,"$1,989,383",2023-07-27,"$1,937,452",1995,0,0,1,CONV
ML81949145,FLTHOME,RES,UNDRCON,13706,3862 Birch Lane,Portland,95165,142,1,3.0,3,837,1442,1451,20-49.99AC,2023-02-12,37,38,2023-01-06,"$1,206,654",2023-03-05,"$1,214,487",1971,0,1,0,FCS
ML81949146,DETACHD,RES,UNDRCON,8550,7265 Redwood Court,Portland,95216,$141,2,1.0,2,1064,1295,1312,3-4.99AC,2025-01-03,23,27,2024-12-11,"$1,378,410",2025-02-03,"$1,395,968",2008,0,0,0,LSE-BAK
ML81949147,PLNCOMM,RES,FIXER,14894,2524 Oak Drive,Beaverton,95127,147,6,1.0,3,2848,424,423,"5K-6,999SF",2023-12-09,88,96,2023-09-12,"$1,207,514",2024-01-13,"$1,204,704",1970,0,1,0,VA
ML81949148,RES-MFG,RES,FIXER,8547,3722 Magnolia Place,Portland,95123,141,6,3.0,1,2903,647,632,"10K-14,999SF",2024-02-11,15,16,2024-01-27,"$1,878,935",2024-03-11,"$1,834,696",1999,0,1,1,FHA
ML81949149,IN-PARK,RES,UNKNOWN,12971,6597 Maple Avenue,Portland,95170,150,4,4.0,2,3740,151,148,7-9.99AC,2024-10-01,86,95,2024-07-07,"$565,374",2024-10-30,"$553,520",2024,0,1,2,CALL-SA
ML81949150,CONDO,RES,RESTORD,11694,5206 Magnolia Road Unit 311,Portland,95114,141,5,2.1,2,1507,628,656,3-4.99AC,2023-09-04,12,16,2023-08-23,"$947,078",2023-10-13,"$988,592",2015,0,2,0,ASSMP
ML81949151,DETACHD,RES,NEW,10690,6999 Willow Lane,Tualatin,95119,141,4,4.0,2,3303,383,394,20-49.99AC,2024-01-07,17,19,2023-12-21,"$1,264,341",2024-01-30,"$1,301,382",1991,0,1,0,NOFNCING
ML81949152,PLNCOMM,RES,NEW,3957,1984 Cherry Boulevard,Portland,95247,141,6,2.0,3,4217,333,341,20K-.99AC,2023-11-12,66,75,2023-09-07,"$1,403,964",2023-12-14,"$1,437,997",1986,0,1,2,CONV
ML81949153,CONDO,RES,EXISTNG,10829,5436 Pine Drive Unit 343,Portland,95123,150,4,4.1,2,3056,459,481,5-6.99AC,2024-02-04,69,77,2023-11-27,"$1,403,252",2024-03-01,"$1,469,936",1990,0,1,0,FHA
ML81949154,FLTHOME,RES,EXISTNG,3441,7934 Ash Boulevard,Portland,95134,152,5,4.1,1,3378,369,372,7-9.99AC,2023-11-08,9,18,2023-10-30,"$1,246,676",2023-12-14,"$1,256,616",1969,0,0,2,CASH
ML81949155,FLTHOME,RES,RESALE,13165,2739 Magnolia Way,Portland,95227,142,3,2.0,3,805,1662,1670,"3K-4,999SF",2023-06-19,70,71,2023-04-10,"$1,337,601",2023-07-28,"$1,344,350",2006,0,2,1,ASSMP
ML81949156,FLTHOME,RES,RESALE,3741,4688 Magnolia Boulevard,Portland,95169,150,4,4.1,1,3723,108,110,"15K-19,999SF",2024-04-30,81,85,2024-02-09,"$403,642",2024-06-04,"$409,530",2015,0,3,0,CASH
ML81949157,PLNCOMM,RES,UNKNOWN,4897,408 Oak Circle,Hillsboro,95137,142,5,3.0,1,3082,490,498,20-49.99AC,2024-12-27,54,61,2024-11-03,"$1,508,864",2025-02-03,"$1,534,836",1958,0,2,1,FMHA
ML81949158,DETACHD,RES,RESALE,10623,8145 Maple Place,Portland,95129,150,4,3.0,2,3095,446,458,3-4.99AC,2023-11-24,55,55,2023-09-30,"$1,378,882",2023-12-20,"$1,417,510",2000,0,3,2,VA
ML81949159,IN-PARK,RES,EXISTNG,3609,2646 Magnolia Circle,Portland,95174,142,3,4.1,2,818,431,452,5-6.99AC,2024-07-17,72,74,2024-05-06,"$352,891",2024-08-22,"$369,736",1973,0,3,2,CONV
ML81949160,FLTHOME,RES,REMOD,8013,5714 Cedar Boulevard,Portland,95163,141,2,3.1,1,3951,219,215,20K-.99AC,2024-02-17,6,14,2024-02-11,"$863,556",2024-03-25,"$849,465",1956,0,2,1,OWNCRRY
ML81949161,FLTHOME,RES,RESTORD,7253,4752 Birch Circle,Portland,95209,141,3,1.0,3,3794,348,349,1-2.99AC,2025-01-11,56,60,2024-11-16,"$1,321,112",2025-02-08,"$1,324,106",2013,0,0,1,OTHER
ML81949162,PLNCOMM,RES,REMOD,5526,3008 Cedar Street,Portland,95235,147,4,2.1,3,4439,438,448,"3K-4,999SF",2024-11-12,41,47,2024-10-02,"$1,944,599",2024-12-20,"$1,988,672",2018,0,2,3,LEAS-OP
ML81949163,CONDO,RES,REMOD,3382,6857 Elm Avenue Unit 312,Lake Oswego,95227,150,1,2.1,2,895,565,540,7-9.99AC,2023-10-10,69,72,2023-08-02,"$505,645",2023-11-14,"$483,300",2018,0,2,2,TRADE
ML81949164,RES-MFG,RES,PROPOSD,5531,7586 Willow Lane,Gresham,95104,141,6,1.1,2,3518,566,579,7-9.99AC,2023-02-20,21,28,2023-01-30,"$1,990,697",2023-03-22,"$2,036,922",2017,0,0,1,OWNCONT
ML81949165,RES-MFG,RES,EXISTNG,9754,4433 Willow Place,Portland,95249,141,5,3.1,2,844,1449,1440,10-19.99AC,2024-08-29,54,63,2024-07-06,"$1,222,568",2024-10-06,"$1,215,360",1995,0,2,1,LOW-INC
ML81949166,ATTACHD,RES,REGHIST,4766,4039 Redwood Drive,Portland,95248,$141,5,2.0,1,1081,393,380,"5K-6,999SF",2023-12-08,38,44,2023-10-31,"$424,612",2024-01-11,"$410,780",1959,198,0,3,OWNCRRY
ML81949167,IN-PARK,RES,UNDRCON,10721,8425 Elm Way,Forest Grove,95125,$141,2,4.0,2,2370,360,361,20K-.99AC,2024-03-21,81,85,2023-12-31,"$853,493",2024-04-25,"$855,570",2015,0,1,0,VA
ML81949168,CONDO,RES,NEW,11116,1345 Birch Street Unit 411,Tualatin,95149,$141,6,3.0,1,1561,969,1015,1-2.99AC,2023-04-29,54,55,2023-03-06,"$1,512,391",2023-05-23,"$1,584,415",1998,405,3,0,LEAS-OP
ML81949169,DETACHD,RES,PROPOSD,12348,5966 Cypress Road,Portland,95134,$141,6,1.0,3,1353,996,995,5-6.99AC,2024-01-05,16,17,2023-12-20,"$1,347,259",2024-02-04,"$1,346,235",1956,0,0,3,FHA
ML81949170,PLNCOMM,RES,APPROX,11739,2052 Ash Drive,Portland,95244,150,4,2.0,1,4127,174,181,"5K-6,999SF",2023-04-23,79,88,2023-02-03,"$717,713",2023-06-02,"$746,987",1972,0,2,3,CALL-SA
ML81949171,DETACHD,RES,APPROX,9521,5029 Redwood Way,Milwaukie,95145,$141,5,2.1,2,1632,724,715,5-6.99AC,2024-04-10,8,12,2024-04-02,"$1,181,180",2024-05-02,"$1,166,880",2017,0,1,2,VA
ML81949172,ATTACHD,RES,APPROX,3032,1574 Pine Court,Cornelius,95160,147,3,1.0,2,1733,631,646,20K-.99AC,2023-11-07,21,24,2023-10-17,"$1,093,260",2023-12-02,"$1,119,518",1970,377,3,0,FHA
ML81949173,IN-PARK,RES,REGHIST,14631,3161 Elm Road,Portland,95143,142,1,2.0,2,4327,185,181,"7K-9,999SF",2024-07-26,20,24,2024-07-06,"$800,218",2024-08-25,"$783,187",1978,0,2,0,LEAS-OP
ML81949174,PLNCOMM,RES,UNKNOWN,9395,5049 Cedar Boulevard,Portland,95178,142,6,4.0,3,3108,302,306,"7K-9,999SF",2024-08-10,48,56,2024-06-23,"$937,164",2024-09-07,"$951,048",2018,0,0,0,CONV
ML81949175,RES-MFG,RES,NEW,4545,2399 Spruce Road,Portland,95116,141,6,1.0,2,1174,535,553,"0-2,999SF",2024-02-18,63,68,2023-12-17,"$628,129",2024-03-25,"$649,222",1978,0,0,1,VA
ML81949176,RES-MFG,RES,REGHIST,14284,9773 Magnolia Street,Portland,95249,142,3,4.0,3,3144,331,322,10-19.99AC,2024-04-19,65,74,2024-02-14,"$1,039,205",2024-05-17,"$1,012,368",1995,0,0,2,REHAB
ML81949177,CONDO,RES,FIXER,9015,3264 Oak Lane,Portland,95130,147,6,1.0,1,4333,257,258,1-2.99AC,2024-09-10,65,66,2024-07-07,"$1,114,790",2024-10-15,"$1,117,914",1955,0,1,1,SGI
ML81949178,ATTACHD,RES,REMOD,9095,4795 Walnut Street,Portland,95236,150,1,3.0,2,1395,382,363,5-6.99AC,2023-09-20,11,14,2023-09-09,"$532,911",2023-10-20,"$506,385",2019,589,0,2,REHAB
ML81949179,ATTACHD,RES,UNDRCON,10397,1321 Walnut Way,Portland,95102,150,3,3.0,2,1672,724,707,"0-2,999SF",2023-04-01,86,87,2023-01-05,"$1,210,014",2023-05-08,"$1,182,104",1970,0,0,2,FHA
ML81949180,ATTACHD,RES,APPROX,14737,4319 Oak Place,Portland,95154,147,1,1.0,3,1541,275,275,10-19.99AC,2024-06-21,73,81,2024-04-09,"$423,261",2024-07-14,"$423,775",2009,0,1,1,SGI
ML81949181,FLTHOME,RES,REMOD,6439,7342 Pine Place,Aloha,95246,152,6,2.0,3,1145,849,850,"10K-14,999SF",2023-02-24,28,36,2023-01-27,"$972,512",2023-03-25,"$973,250",1969,0,1,3,CASH
ML81949182,RES-MFG,RES,PROPOSD,6808,799 Cedar Avenue,Gaston,95209,152,1,2.0,2,2458,536,519,20K-.99AC,2024-11-29,28,33,2024-11-01,"$1,317,740",2024-12-21,"$1,275,702",1990,0,2,3,REHAB
ML81949183,IN-PARK,RES,APPROX,9863,8804 Redwood Lane,Portland,95215,152,1,2.0,1,2670,480,494,"0-2,999SF",2024-03-26,70,79,2024-01-16,"$1,282,798",2024-04-16,"$1,318,980",1980,0,1,3,OTHER
